est_prsnl_inc_third_quartile_pr100, slct_gov_pnsn_alw_pnsn_dva_num, est_p_inc_tot_own_unincorporated_bsns_inc_aud, est_prsnl_inc_lo_quartile_pr100, lga_code17, gross_capital_gains_rep_taxpayers_med_aud, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1_499wk_pr100, est_p_inc_tot_inc_earners_excl_gov_pnsn_alw_med_age_yrs, slct_gov_pnsn_alw_fam_tax_bft_b_num, equiv_tot_hsld_inc_fam_lone_p_grp_hslds_med_wkly_aud, slct_gov_pnsn_alw_newstart_alw_num, est_p_inc_investment_inc_earners_med_age_yrs, est_p_inc_tot_investment_inc_aud, slct_gov_pnsn_alw_age_pnsn_dva_num, gross_capital_gains_rep_taxpayers_p_num, est_p_inc_avg_tot_inc_excl_gov_pnsn_aud, slct_gov_pnsn_alw_carer_payment_num, est_prsnl_inc_second_quartile_pr100, est_p_inc_tot_inc_excl_gov_pnsn_aud, est_p_inc_super_annuity_inc_earners_num, est_prsnl_inc_p20_p50_ratio, est_p_inc_investment_inc_asmnsrc_inc_pr100, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1000_1999wk_pr100, est_prsnl_inc_gini_coefficient_num, ogc_fid, est_p_inc_avg_investment_inc_aud, est_p_inc_med_emply_inc_aud, est_p_inc_avg_super_annuity_inc_aud, slct_gov_pnsn_alw_fam_tax_bft_num, lga_name17, est_p_inc_tot_super_annuity_inc_aud, gross_capital_gains_rep_taxpayers_avg_aud, slct_gov_pnsn_alw_yth_alw_full_time_studts_apprentices_num, slct_gov_pnsn_alw_dsblty_supp_pnsn_num, est_p_inc_own_unincorporated_bsns_inc_asmnsrc_inc_pr100, slct_gov_pnsn_alw_prnting_payment_prtred_num, tot_p_inc_wkly_p_ov_15_yrs_p_earn_nil_inc_pr100, est_prsnl_inc_p80_p50_ratio, est_prsnl_inc_inc_share_top_5_pr100_earners_pr100, est_prsnl_inc_inc_share_top_10_pr100_earners_pr100, est_prsnl_inc_p80_p20_ratio, est_p_inc_tot_inc_earners_excl_gov_pnsn_num, est_prsnl_inc_inc_share_top_1_pr100_earners_pr100, slct_gov_pnsn_alw_age_pnsn_centrelink_num, est_prsnl_inc_p10_p50_ratio, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud3000_plswk_pr100, est_p_inc_super_annuity_inc_earners_med_age_yrs, est_p_inc_super_annuity_inc_asmnsrc_inc_pr100, est_p_inc_avg_own_unincorporated_bsns_inc_aud, est_p_inc_own_unincorporated_bsns_inc_earners_num, tot_p_inc_wkly_p_ov_15_yrs_p_negative_inc_pr100, slct_gov_pnsn_alw_inc_supp_supplement_dva_num, gross_capital_gains_rep_taxpayers_amount_audm, slct_gov_pnsn_alw_prnting_payment_single_num, slct_gov_pnsn_alw_yth_alw_oth_num, est_p_inc_med_investment_inc_aud, est_p_inc_emply_inc_earners_med_age_yrs, est_p_inc_med_tot_inc_excl_gov_pnsn_aud, est_p_inc_tot_emply_inc_aud, est_p_inc_emply_inc_asmnsrc_inc_pr100, est_p_inc_investment_inc_earners_num, est_p_inc_own_unincorporated_bsns_inc_earners_med_age_yrs, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud500_999wk_pr100, est_p_inc_med_super_annuity_inc_aud, yr, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud2000_2999wk_pr100, est_prsnl_inc_hi_quartile_pr100, est_p_inc_med_own_unincorporated_bsns_inc_aud, est_p_inc_emply_inc_earners_num, est_p_inc_avg_emply_inc_aud
21.6,40,29574046,17.5,"54280",2914,18.3,39,1532,1260,1122,41,52781058,null,614,77036,130,18.9,1376248922,262,0.4,5.3,26.6,0.409,2856,4935,64760,19521,1713,"Kalgoorlie/Boulder (C)",5114472,23123,50,640,3.5,null,9.0,1.81,15.4,25.6,4.57,17865,5.4,1369,0.2,4.2,56,0.5,22270,1328,0.6,null,14.2,496,152,44,37,66773,1374258291,90.5,10695,46,16.5,10000,2016,12.0,42.0,10649,18628,73774
20.8,121,48165346,23.8,"53990",2100,26.9,43,1404,902,789,46,64001836,4,812,65896,185,23.6,999898493,372,0.37,12.0,21.9,0.465,2898,6140,51468,24463,1642,"Harvey (S)",9100086,25075,79,588,6.8,null,9.5,2.08,18.2,29.9,5.61,15174,5.6,2535,0.16,2.9,59,1.3,21024,2291,0.7,28,20.4,348,98,121,40,50995,915270020,79.3,10424,49,21.6,13678,2016,6.8,31.8,7912,13909,65804
19.6,58,14613391,28.9,"54060",2081,33.3,50,151,690,123,52,18717488,null,138,62534,30,23.0,122815843,73,0.3,20.8,18.0,0.511,2905,12647,44040,22823,181,"Irwin (S)",1666074,33475,null,84,11.9,null,8.7,2.27,20.1,32.6,7.47,1964,6.2,607,0.11,2.8,59,2.1,31977,457,0.9,11,4.6,41,12,619,44,45686,91802441,64.5,1480,54,21.7,15304,2016,5.7,28.5,12574,1560,58848
20.0,10,17186485,27.3,"54130",1877,20.6,45,52,845,17,48,4631429,null,47,60124,null,25.7,41124524,null,0.34,15.8,27.1,0.545,2912,9028,33481,null,68,"Jerramungup (S)",null,60076,null,17,30.2,null,4.5,2.2,22.6,34.8,6.5,684,5.6,89,0.11,3.1,null,null,57867,297,1.5,null,2.8,null,null,478,38,44324,20137032,52.7,513,51,25.9,null,2016,3.9,27.0,32770,485,41520
17.9,null,16176942,15.7,"54310",3324,11.2,37,714,1650,443,38,3659776,null,461,95083,53,15.2,1118082635,117,0.37,5.3,24.3,0.426,2863,422,80060,24985,789,"Karratha (C)",2923198,27659,10,247,2.7,null,9.1,1.81,16.3,27.0,4.83,11759,5.0,219,0.17,11.1,57,0.4,17451,927,0.7,null,12.8,275,48,17,37,81933,1184756758,91.4,8674,39,12.0,12629,2016,15.4,51.3,6176,12716,93171
22.7,922,384103505,22.5,"54170",2608,24.5,45,4968,1113,2737,47,658486802,28,6734,70483,488,22.3,7199769841,2985,0.37,13.9,25.8,0.474,2919,8593,55000,27471,5978,"Joondalup (C)",82002050,36355,1067,2120,7.1,null,10.0,1.96,20.6,32.2,5.31,102149,7.3,13631,0.17,5.0,60,1.5,28622,13420,0.4,228,244.8,890,284,222,41,54080,6338679576,76.1,76633,47,20.4,20379,2016,8.1,32.5,14260,90839,69779
25.5,319,104407250,21.7,"54200",3104,24.9,44,2551,981,1286,47,211623685,15,1910,65873,258,22.5,2296321424,945,0.38,13.6,25.5,0.446,2926,8490,55727,27866,3036,"Kalamunda (C)",26333307,48913,284,899,6.8,null,10.1,1.84,18.5,29.8,4.79,34860,6.0,6067,0.18,3.2,60,1.5,22896,4560,0.5,71,93.4,524,139,196,41,54026,2058257774,76.8,24925,48,21.6,21443,2016,6.5,30.3,12241,31253,65858
22.6,null,8455270,33.0,"53710",null,30.4,47,64,760,44,48,3977017,null,null,54500,15,22.3,29048386,null,0.31,15.1,22.3,0.508,2870,9402,36425,null,75,"Goomalling (S)",null,null,null,45,27.0,null,6.0,2.0,21.3,33.5,6.54,533,5.5,130,0.1,3.2,null,null,36923,229,null,null,null,17,9,441,44,42167,17775403,57.2,423,50,21.7,null,2016,4.3,22.1,18424,400,44439
29.0,190,39472894,20.2,"54830",2586,25.1,37,2880,882,1696,38,24470426,6,432,61940,302,23.4,1262951021,366,0.41,5.5,24.4,0.409,2982,2133,53900,25376,3245,"Kwinana (C)",9287573,18458,214,1061,5.0,null,10.2,1.71,16.4,27.1,4.13,20390,4.7,2662,0.2,1.7,55,1.0,18681,2113,0.7,24,8.0,725,268,43,36,54093,1247646993,88.1,11471,40,21.1,14310,2016,4.7,27.4,8979,20352,61303
27.7,471,168936573,23.4,"53780",2202,26.6,39,7727,853,4394,42,123473854,16,2037,57664,956,25.0,3797988907,1309,0.4,8.2,23.5,0.428,2877,2951,50724,23812,9054,"Gosnells (C)",31169886,25495,969,2620,7.1,null,12.3,1.76,17.2,28.3,4.44,65864,5.2,10217,0.18,1.7,59,1.1,20507,8238,0.8,143,51.9,1505,597,91,37,49299,3652134477,82.9,41844,41,22.7,15310,2016,4.4,23.8,11837,62518,58417
24.9,17,10754559,26.1,"54340",1925,26.8,44,312,785,211,49,13298969,null,114,49440,null,30.5,112079773,39,0.38,14.3,18.4,0.449,2933,9184,42539,18501,376,"Katanning (S)",721557,24866,7,151,10.2,null,6.5,1.81,17.0,28.5,4.79,2267,4.7,444,0.13,1.1,56,1.0,24006,448,0.5,7,2.8,null,31,261,39,43458,93101346,74.0,1448,51,27.3,10000,2016,3.4,18.5,12331,2027,45931
21.0,null,33351832,23.6,"54900",2244,18.5,44,64,997,16,48,7714870,null,79,76187,null,22.3,68492337,null,0.36,11.9,27.9,0.56,2989,11037,34943,null,76,"Lake Grace (S)",null,53349,null,17,32.4,null,5.0,2.11,25.2,38.8,5.85,899,9.5,73,0.17,4.3,null,null,78475,425,1.2,null,4.2,16,null,732,35,52305,29504093,54.7,699,52,25.0,null,2016,6.2,33.1,42536,693,42574
24.4,null,2641219,26.5,"55250",null,17.4,43,104,989,118,43,1056318,null,null,58106,11,24.4,22777543,null,0.35,6.6,19.5,0.474,3024,4653,37221,null,111,"Meekatharra (S)",null,null,null,40,10.4,null,4.5,1.87,19.9,31.9,5.41,392,null,55,0.16,5.4,null,null,41924,63,0.5,null,null,30,27,62,41,47165,21021690,81.7,227,52,15.8,null,2016,12.3,24.7,24522,426,49347
19.9,641,294478563,25.2,"55320",2775,25.0,46,2540,1107,1518,48,851808125,23,6629,79065,359,20.5,5090379346,2231,0.32,21.3,23.2,0.534,3031,16385,55224,32431,2987,"Melville (C)",72353792,49819,988,1365,6.1,null,10.2,2.14,25.8,37.8,6.6,64382,10.8,9627,0.14,7.0,65,1.9,35759,8235,0.4,271,330.3,401,124,693,40,53719,4046526174,69.5,51987,48,19.0,24206,2016,8.2,34.5,11713,54039,74882
23.0,null,5736656,29.7,"54410",476,33.6,48,84,628,60,50,4402378,null,53,52931,22,25.1,31123643,null,0.33,16.7,17.7,0.493,2940,10557,39308,null,96,"Kellerberrin (S)",null,20356,null,76,17.1,null,7.2,1.94,18.6,30.7,5.92,588,5.2,190,0.1,2.4,null,null,33945,169,0.4,5,1.1,21,8,684,42,42670,22129037,64.8,417,50,20.4,null,2016,3.5,22.2,18406,473,46784
21.2,null,12961230,24.1,"54480",2416,20.8,43,26,985,8,45,2659945,null,40,70842,null,20.6,22598577,null,0.32,16.1,28.3,0.507,2947,10310,26096,null,33,"Kent (S)",null,13969,null,6,41.5,null,6.1,2.13,19.2,32.0,6.58,319,null,26,0.08,2.8,null,null,74490,174,1.9,null,0.6,null,null,633,36,53757,6919114,42.1,258,50,20.6,null,2016,5.2,34.2,57381,192,36037
22.6,10,18939876,30.8,"54550",900,25.1,47,118,837,62,50,16212912,null,106,52069,9,26.2,69825127,null,0.31,24.5,22.7,0.507,2954,15281,36648,null,146,"Kojonup (S)",null,8134,5,46,23.6,null,4.1,1.95,21.7,33.2,6.24,1341,7.5,219,0.11,3.4,null,null,33228,570,0.6,4,0.9,31,5,1378,38,41299,36165524,51.1,1061,53,27.4,null,2016,3.7,20.4,15709,875,41332
24.3,5,13759616,27.9,"54620",891,24.8,46,41,854,26,48,6011832,null,59,60015,null,21.7,36249233,null,0.36,15.5,24.2,0.488,2961,12194,30560,null,53,"Kondinin (S)",null,21318,null,18,31.6,null,4.7,1.93,19.6,31.3,5.42,604,6.3,59,0.15,3.3,null,null,47284,291,0.8,null,1.3,9,null,751,40,48332,16895491,52.2,493,52,26.6,null,2016,6.1,26.1,29132,436,38751
25.5,null,5039952,27.2,"54690",null,29.7,50,23,703,18,56,1134728,null,null,59476,8,20.6,14274187,null,0.28,14.4,21.3,0.483,2968,6411,39735,null,27,"Koorda (S)",null,null,null,26,26.3,null,6.6,1.85,17.7,30.0,6.58,240,null,47,0.11,3.0,null,null,48461,104,0.9,null,null,null,null,648,44,50991,9058546,58.4,177,56,21.9,null,2016,4.2,26.7,24137,188,48184
24.0,null,16531980,26.8,"54760",966,24.5,47,30,780,20,49,3652302,null,58,68086,null,20.5,31387773,null,0.32,13.7,27.3,0.508,2975,9688,25046,null,38,"Kulin (S)",null,7559,null,14,40.5,null,5.4,2.19,19.3,33.0,6.77,461,null,57,0.14,3.4,null,null,66661,248,null,null,0.4,6,null,1386,39,50600,12016871,45.3,377,52,26.0,null,2016,3.2,28.8,49400,327,36749
28.7,null,454410,23.6,"54970",null,17.1,43,70,602,120,46,42042,null,null,54500,6,24.5,12807432,null,0.4,2.1,24.7,0.408,2996,362,48727,null,71,"Laverton (S)",null,null,null,43,6.3,null,2.6,1.81,13.0,24.1,4.56,235,null,37,0.14,5.9,null,null,17477,26,0.3,null,null,21,9,24,43,49514,13287282,91.1,116,55,9.0,null,2016,20.1,23.2,19202,247,53795
25.7,null,957313,17.9,"55040",null,12.1,42,79,1196,104,null,null,null,null,69042,9,17.5,33692533,null,0.39,null,24.2,0.388,3003,null,63660,null,81,"Leonora (S)",null,null,null,40,5.3,null,4.8,1.64,12.9,23.1,4.22,488,null,44,0.14,6.1,null,null,18410,52,0.3,null,null,35,17,null,41,65914,35071098,88.3,null,55,10.1,null,2016,14.9,38.9,7787,507,69174
20.5,1062,137017017,26.7,"55110",2918,32.3,45,4654,744,3207,49,217868489,null,2304,64773,769,23.5,2825964935,1628,0.34,14.5,18.4,0.496,3010,7356,50498,27353,5210,"Mandurah (C)",44530065,31676,351,2778,6.9,null,9.5,2.19,20.6,32.6,6.49,43629,7.2,13201,0.13,3.0,60,2.3,25182,5441,0.6,268,73.0,1371,490,127,41,47417,2527897163,75.1,29617,48,21.4,20557,2016,5.8,29.3,12083,38227,66129
22.2,58,36186831,29.7,"55180",2244,32.5,47,534,730,337,51,28619117,null,316,50943,78,28.2,272542633,125,0.36,14.0,19.2,0.479,3017,7395,37558,25238,673,"Manjimup (S)",3154771,22067,21,389,13.1,null,6.2,1.97,19.8,31.4,5.42,5350,7.0,1192,0.15,1.6,60,1.0,23997,1508,0.6,10,7.0,112,34,367,42,40315,218417145,71.0,3870,54,25.4,15295,2016,3.1,19.9,8544,4740,46080
22.4,null,9717236,29.7,"55950",2671,30.3,45,30,828,11,47,2201792,null,26,63623,6,19.8,22522665,null,0.21,19.3,23.7,0.55,3038,7592,39734,null,39,"Mukinbudin (S)",null,34848,null,21,26.9,null,4.8,2.09,23.1,35.8,9.83,354,null,56,0.07,2.3,null,null,56496,172,1.6,null,0.9,null,null,453,38,48304,11063185,52.7,290,53,24.1,null,2016,5.1,28.0,15886,241,45905
27.4,5,2133971,31.9,"55530",null,28.3,42,24,853,20,43,3131853,null,null,50802,null,22.6,13716651,null,0.38,15.9,26.6,0.511,3059,16227,32507,null,31,"Mingenew (S)",null,null,null,11,21.5,null,6.3,1.85,18.4,32.2,4.91,270,null,48,0.14,2.7,null,null,21555,99,0.8,null,null,null,null,570,35,39689,9644618,61.5,193,50,19.6,null,2016,3.5,18.1,10459,226,42675
19.4,null,null,32.3,"55390",null,31.5,52,32,612,67,55,95516,null,null,40685,8,33.9,2481800,null,null,8.1,22.1,null,3045,3538,37810,null,33,"Menzies (S)",null,null,null,23,null,null,4.0,null,null,null,null,61,null,21,null,5.6,null,null,null,null,null,null,null,8,5,16,45,34786,2610136,77.4,27,null,10.8,null,2016,11.5,14.5,null,57,45792
21.6,4,359075,31.7,"55810",null,29.2,47,71,675,84,47,830298,null,null,51803,8,23.6,10464124,null,null,15.1,16.0,0.506,3101,7220,46045,null,75,"Mount Magnet (S)",null,null,null,34,9.5,null,4.6,null,18.0,30.8,null,202,null,42,null,1.8,null,null,8977,40,1.5,null,null,30,14,114,45,41316,9587886,73.4,115,55,16.0,null,2016,3.8,23.1,4650,185,51826
24.3,19,15060062,23.9,"55460",1660,26.7,45,195,868,131,48,10933239,null,145,59247,33,23.1,110080857,41,0.37,12.3,21.9,0.487,3052,8010,47329,20207,226,"Merredin (S)",828467,90669,null,123,13.1,null,9.0,1.92,17.5,28.9,5.25,1858,5.2,322,0.17,2.2,58,1.2,35603,423,0.7,7,13.1,56,13,255,41,50848,91205569,73.1,1365,53,22.7,10000,2016,5.5,28.7,21409,1684,54160
22.5,269,74385826,23.8,"56090",2892,25.3,47,1370,972,866,49,127883328,null,1335,66293,179,22.9,1476933247,691,0.36,14.1,22.6,0.47,3066,7974,55014,28626,1647,"Mundaring (S)",19780898,47859,183,654,8.2,null,9.2,1.95,19.7,31.3,5.37,22279,6.5,3994,0.16,3.5,62,1.7,21424,3472,0.4,47,63.9,296,86,221,44,51769,1328868293,74.9,16038,51,19.3,19854,2016,6.4,30.8,11701,19635,67679
26.1,13,12757113,24.6,"55600",3126,27.3,46,157,908,111,48,12763376,null,115,58584,21,23.3,81490172,28,0.35,15.4,24.2,0.491,3073,12225,44183,16257,186,"Moora (S)",455200,20864,null,68,16.1,null,5.7,1.8,19.2,30.6,5.09,1391,5.6,231,0.14,2.0,58,0.9,29876,427,0.4,5,2.4,38,16,444,41,49932,59584707,67.2,1044,52,24.6,8147,2016,3.9,26.0,17008,1166,51102
23.3,4,2025963,29.7,"55670",null,26.7,45,65,774,47,47,2582811,null,null,54875,10,24.5,19096569,null,0.32,15.0,21.1,0.538,3080,10542,39507,null,73,"Morawa (S)",null,null,null,19,14.1,null,12.3,1.94,22.9,34.3,6.02,348,null,74,0.09,2.4,null,null,19295,105,0.5,null,null,21,5,189,42,43076,15250166,69.7,245,52,20.6,null,2016,3.4,22.5,10208,318,47956
21.6,null,11054325,27.9,"55880",2388,28.8,45,29,749,7,45,2772998,null,25,65356,null,18.5,20979201,null,0.25,11.6,22.0,0.522,3108,11412,32546,null,33,"Mount Marshall (S)",null,14411,null,16,45.8,null,6.3,1.99,20.1,32.5,7.85,321,null,24,0.09,2.7,null,null,58181,190,2.4,null,0.4,5,null,1257,37,53321,7692992,42.3,243,47,26.4,null,2016,3.9,32.0,41324,190,40489
22.5,null,3001531,27.0,"56860",null,30.1,47,19,638,9,52,83869,null,null,62278,null,26.1,7099716,null,null,12.6,24.3,0.525,3087,1035,33826,null,19,"Nungarin (S)",null,null,null,11,23.4,null,9.2,null,25.1,36.6,null,114,null,26,null,1.5,null,null,69803,43,1.9,null,null,null,null,726,44,45760,3617140,62.2,81,55,19.4,null,2016,5.3,24.3,30794,91,39749
20.3,13,4087536,37.5,"56300",4899,36.0,52,71,692,75,57,2582646,null,55,46163,12,24.1,34945173,21,0.26,18.3,16.1,0.535,3129,4957,38051,24738,85,"Nannup (S)",519508,36837,null,61,17.0,null,6.7,2.17,21.8,34.1,8.35,757,6.1,226,0.09,2.2,60,1.4,16616,246,0.3,null,2.0,10,null,444,46,34650,29038633,62.2,521,56,23.9,11597,2016,3.0,18.1,7484,566,51305
null,null,null,null,"56620",null,45.5,null,192,453,342,null,null,null,null,null,18,null,null,null,null,null,6.7,null,3157,null,null,null,204,"Ngaanyatjarraku (S)",null,null,null,121,null,null,3.7,null,null,null,null,null,null,47,null,null,null,null,null,null,null,null,null,37,56,null,null,null,null,null,null,null,5.1,null,2016,2.4,null,null,null,null
19.5,27,18672312,33.9,"56790",1587,34.2,50,162,670,170,53,10469637,null,132,54281,42,24.6,92278484,49,0.34,17.8,17.1,0.514,3171,8667,34329,31234,192,"Northampton (S)",1530444,42941,null,105,17.0,null,6.8,2.27,21.1,34.1,6.74,1700,6.2,506,0.14,2.3,58,1.6,36684,509,0.9,5,5.7,40,10,598,45,37613,65631649,62.8,1208,54,21.2,13309,2016,4.0,21.9,15110,1365,48082
12.3,7,35680227,20.3,"56930",22808,16.1,50,null,1842,7,51,103096704,null,238,216167,null,13.5,227839814,29,0.25,47.2,17.6,null,3178,107504,44083,76060,null,"Peppermint Grove (S)",2205743,174113,15,12,8.0,null,15.5,2.87,40.5,56.0,11.69,1054,17.1,23,0.1,22.2,68,1.2,183919,194,0.5,null,41.4,null,null,18642,39,89795,82906233,41.6,959,55,11.5,57856,2016,7.2,53.9,15917,688,120503
17.4,34,48610336,23.0,"55740",6883,20.6,45,146,1234,120,47,238258774,null,790,126597,27,18.9,706791537,147,0.31,27.0,21.2,0.649,3094,51338,53185,51874,172,"Mosman Park (T)",7625489,138693,77,242,6.9,null,10.3,2.46,40.3,52.3,7.8,5583,21.8,641,0.14,13.2,63,1.3,56788,856,0.6,15,109.6,null,8,1454,39,61858,425421849,63.2,4641,49,16.1,28756,2016,7.7,40.7,14096,4570,93090
26.0,80,55233771,20.4,"57700",2894,22.0,39,1363,1044,563,42,78403924,null,521,67012,115,22.5,1024948217,318,0.4,10.7,27.0,0.439,3192,7912,55839,32334,1635,"Serpentine-Jarrahdale (S)",10282345,63645,100,294,8.0,null,10.9,1.81,18.3,29.4,4.53,15295,6.3,1554,0.19,3.0,57,0.9,23911,2310,0.7,19,33.2,271,80,78,37,55267,924354158,79.7,9909,46,21.1,18575,2016,6.3,31.0,12401,13976,66139
22.6,8,1786029,26.0,"57770",2222,29.8,44,31,743,47,47,1688874,null,30,51943,null,31.6,24361294,null,0.4,11.7,17.7,0.448,3199,5087,39373,null,40,"Shark Bay (S)",null,13133,null,27,8.5,null,5.5,1.91,16.4,28.8,4.83,469,null,104,0.13,1.5,null,null,21781,82,0.9,null,0.4,5,5,140,40,42091,22090413,76.5,332,55,25.8,null,2016,5.3,19.8,11400,445,49641
21.0,191,136835554,23.2,"57840",3840,21.5,42,964,1191,748,45,378553790,10,2726,84467,130,19.4,2289912186,883,0.33,19.0,24.1,0.529,3206,17665,58304,29850,1094,"South Perth (C)",26357249,55761,625,633,6.1,null,10.7,2.08,26.0,37.9,6.27,27110,10.9,3176,0.15,8.0,62,1.8,39085,3501,0.5,123,152.0,210,81,632,37,58242,1857519560,72.0,21429,47,17.6,23759,2016,8.3,36.4,11345,23771,78142
24.0,1097,561839821,22.4,"57910",3011,24.9,40,8331,1020,5896,42,1071162727,31,9409,71435,1170,22.1,9467937701,3457,0.37,14.6,24.8,0.484,3213,11010,54122,29479,9706,"Stirling (C)",101910156,42869,1810,5112,7.2,null,8.6,1.93,22.4,33.9,5.18,132540,8.7,20643,0.17,4.9,62,1.5,29842,18827,0.5,439,403.4,1689,564,297,36,53876,8149735747,76.0,97293,43,20.6,21771,2016,7.2,31.5,12600,119546,68172
20.2,5,7554161,32.2,"57140",2856,37.1,50,77,578,75,53,6253790,null,49,53643,18,23.6,33312047,null,0.32,21.3,17.9,0.514,3233,13138,33662,null,85,"Pingelly (S)",null,21380,null,64,19.2,null,6.8,2.07,21.1,32.8,6.45,621,6.0,180,0.11,1.7,null,null,33278,227,1.2,null,1.0,null,9,870,44,39987,20269215,58.0,476,54,19.3,null,2016,2.8,24.0,17131,464,43684
22.3,39,19773836,32.4,"57210",1218,33.3,49,324,645,239,53,16174234,null,176,47522,77,27.7,137956767,98,0.32,15.9,17.3,0.497,3240,7647,38819,17465,388,"Plantagenet (S)",1711551,38179,13,232,17.0,null,7.6,1.98,20.2,32.0,6.12,2903,6.4,653,0.1,1.4,59,1.7,21036,940,0.6,11,6.7,67,25,303,44,38015,105315760,64.0,2115,54,23.7,11414,2016,3.0,17.6,9742,2270,46395
null,null,null,null,"56160",null,19.1,null,8,1053,10,null,null,null,null,null,null,null,null,null,null,null,10.7,null,3115,null,null,null,9,"Murchison (S)",null,null,null,null,null,null,9.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16.0,null,2016,2.3,null,null,null,null
18.4,11,11394455,15.7,"57280",2263,12.0,36,622,1690,562,37,-6018371,null,245,91866,64,14.7,762580792,103,0.38,4.2,24.7,0.405,3247,-1056,79423,39269,667,"Port Hedland (T)",4044667,20256,10,291,2.7,null,8.0,1.81,14.1,24.4,4.76,8301,4.1,270,0.17,10.7,56,0.4,20755,549,0.7,null,5.0,262,48,13,36,82349,812907568,92.5,5697,40,11.2,14504,2016,14.6,51.3,6317,9068,89646
23.1,null,12677149,26.6,"57350",1698,33.8,53,61,606,51,54,7127426,null,65,67748,20,20.3,36651701,null,0.26,20.5,16.5,0.5,3254,16310,37061,null,65,"Quairading (S)",null,30284,null,58,26.2,null,4.9,1.9,20.8,33.7,7.21,541,5.1,170,0.09,3.1,null,null,58420,217,0.8,null,2.0,21,8,1815,46,53271,17382887,50.8,437,55,22.1,null,2016,4.2,29.9,31951,370,46981
17.9,11,19753231,27.6,"57420",2103,26.8,48,72,817,50,50,4975165,null,68,67397,11,20.9,64633967,27,0.31,13.5,20.9,0.506,3261,7231,45777,24652,86,"Ravensthorpe (S)",665605,73464,null,55,22.8,null,7.2,2.14,20.1,32.3,6.85,959,5.8,210,0.1,3.7,65,1.5,56926,347,1.0,null,5.0,22,null,347,41,49920,42920113,61.3,688,53,19.0,19864,2016,7.9,33.6,23284,755,56848
23.5,915,168539977,21.5,"57490",2864,26.0,41,7350,917,4075,44,120612685,37,2351,68007,865,22.6,4674075724,2288,0.38,7.8,23.3,0.446,3268,2803,55682,26554,8456,"Rockingham (C)",60755762,23841,518,2684,5.8,null,10.5,1.94,17.5,29.1,5.07,68729,5.1,11196,0.18,3.0,57,1.6,23081,7302,0.5,173,56.1,1880,555,52,38,54561,4524237255,84.0,43023,43,20.3,21209,2016,6.9,32.5,12237,66034,68514
19.3,194,25177873,26.5,"56230",2403,32.1,46,872,763,645,50,46839800,null,464,64221,163,23.7,557312667,268,0.34,15.9,17.3,0.485,3122,7883,51127,23773,1006,"Murray (S)",6371245,27596,57,506,7.8,null,9.7,2.29,18.3,30.3,6.66,8678,5.5,2547,0.13,2.8,59,1.8,17959,1402,0.5,31,12.8,266,96,154,43,47546,503999373,73.4,5942,51,20.2,19687,2016,6.7,30.5,8049,7479,67389
23.9,8,9291166,27.0,"56370",2827,26.5,51,35,903,24,54,4629254,null,45,57022,null,24.1,28339774,null,0.31,22.5,24.3,0.553,3136,11573,37398,null,44,"Narembeen (S)",null,24316,null,11,27.4,null,6.1,2.03,20.6,33.7,6.59,497,null,82,0.06,3.1,null,null,44455,209,1.3,null,1.1,8,null,1588,39,45701,14726492,49.1,400,54,22.9,null,2016,4.6,24.9,29255,340,43313
28.1,550,213871074,20.3,"58050",2727,24.6,40,8311,941,4450,42,238770562,14,2523,62446,919,24.4,4678797518,1598,0.42,8.3,25.6,0.423,3281,5007,53661,23950,9915,"Swan (C)",38271615,34530,923,3044,7.1,null,10.4,1.75,17.7,28.4,4.15,74925,6.0,9609,0.21,2.1,58,1.1,21886,9772,0.7,107,87.1,1841,663,77,38,52874,4420576149,82.9,47685,44,22.3,16073,2016,5.4,27.2,12420,71263,62032
19.7,null,5931112,29.8,"58190",2584,27.9,45,28,852,32,48,1467352,null,28,59760,5,23.9,14103410,null,0.34,11.8,17.2,0.51,3288,8197,27432,null,35,"Tammin (S)",null,19095,null,21,30.3,null,4.9,2.11,19.7,33.5,6.26,236,null,44,0.12,1.6,null,null,55954,106,null,null,0.5,null,null,901,39,43024,7525070,56.7,179,48,25.6,null,2016,4.5,26.5,28081,190,39606
19.6,null,978791,33.9,"58260",null,28.5,46,45,762,29,47,2137573,null,null,49020,null,24.8,13921592,null,0.29,18.2,20.8,0.568,3295,10530,41850,null,56,"Three Springs (S)",null,null,null,15,14.3,null,8.4,2.18,20.0,32.6,7.6,284,null,68,0.05,2.9,null,null,9887,99,1.3,null,null,8,null,655,42,39463,12318478,66.8,203,48,22.6,null,2016,3.8,21.7,3418,250,49274
24.2,23,22614312,24.3,"56460",1701,27.0,47,338,785,209,51,23855177,null,186,57756,60,25.7,162235993,68,0.39,19.1,21.0,0.462,3143,11659,44652,23599,398,"Narrogin (S)",1604754,17108,11,207,12.7,null,8.6,1.89,18.2,29.5,4.88,2809,5.7,579,0.15,2.1,58,0.9,32965,686,0.6,8,3.2,96,25,633,43,47728,121058852,66.8,2046,55,23.0,16202,2016,4.0,25.9,14221,2315,52293
